start,end,text,speaker,robot-guess,certainty,status,round,transaction unit,position,gold character,final guess,circle,robot_correct,tu relation,hum-selection
0,0.0,"Hoi [NAME], leuk dat je er weer bent. Ik heb je tip opgevolgd en heb speciaal voor jou een footo gemaakt. Druk maar op de knop om de footo te zien.",Robot,,,,0.0,,,,,,,,
0,293.0,"Na een paar seconden verschijnt er een knop waar je op moet drukken, en dan gaan we weer beginnen met ons spel.",Robot,,,,0.0,,,,,,,,
293,5424.0,Oké.,Human,,,,0.0,,,,,,,,
5424,23750.0,Oké.,Human,,,,0.0,,,,,,,,
23750,23752.0,Laten we beginnen!,Robot,,,,1.0,,,,,,,,
23752,37303.0,Wie staat er bij jou op plek 1?,Robot,,,,1.0,1.0,1.0,,,,,,
37303,41894.0,Een oude man met een bril.,Human,2.0,0.6120861882955606,SUCCESS_HIGH,1.0,1.0,1.0,2.0,,inner,,answer-description,
41894,42096.0,Oké.,Human,,,,1.0,1.0,1.0,,,,,answer,
42096,42098.0,"die staat bij mij ergens anders, namelijk op plek 3.",Robot,,,,1.0,1.0,1.0,2.0,2.0,inner,correct,ack-done,
42098,48101.0,En die op plek 2?,Robot,,,,1.0,2.0,2.0,,,,,,
48101,57757.0,,,,,,1.0,,,,,,,,check1?choice=3
57757,60522.0,Oké.,Human,0.0,1.0,NO_MATCH,1.0,2.0,2.0,24.0,,outer,,answer-description,
60522,60980.0,Een vrouw met bruin haar.,Human,1.0,0.0690795708539596,SUCCESS_LOW,1.0,2.0,2.0,24.0,,outer,,answer-description,
60980,67691.0,die mevrouw met bob?,Robot,,,,1.0,2.0,2.0,,,,,req-clar,
67691,67701.0,Tot ziens.,Human,,,,1.0,2.0,2.0,,,,,answer,
67701,78236.0,"Ik snap het niet, bedoel je nu ja of nee?",Robot,,,,1.0,2.0,2.0,,,,,req-clar,
78236,78246.0,Tot de volgende!,Human,,,,1.0,2.0,2.0,,,,,answer,
78246,87306.0,"Ik snap het niet, bedoel je nu ja of nee?",Robot,,,,1.0,2.0,2.0,,,,,req-clar,
87306,87316.0,Nee.,Human,,,,1.0,2.0,2.0,,,,,clar-negative,
87316,87318.0,"Oke, we proberen het opnieuw",Robot,,,,1.0,2.0,2.0,,,,,ack,
87318,90013.0,Wie staat er bij jou op plek 2?,Robot,,,,1.0,2.0,2.0,,,,,,
90013,100842.0,Ja.,Human,,,,1.0,2.0,2.0,,,,,clar-confirm,
100842,102418.0,Een vrouw met de haar na.,Human,24.0,0.2259057806376452,SUCCESS_LOW,1.0,2.0,2.0,24.0,,outer,,answer-description,
102418,103530.0,die vrouw met staart?,Robot,,,,1.0,2.0,2.0,,,,,req-clar,
103530,108614.0,Achtergeschoven.,Human,,,,1.0,2.0,2.0,,,,,answer,
108614,108625.0,Ja.,Human,,,,1.0,2.0,2.0,,,,,clar-confirm,
108625,108627.0,"Even kijken, nee, bij mij staat die op plek 5.",Robot,,,,1.0,2.0,2.0,24.0,24.0,outer,correct,ack-done,
108627,113467.0,"Oké, en die op plek 3?",Robot,,,,1.0,3.0,3.0,,,,,,
113467,123138.0,,,,,,1.0,,,,,,,,check2?choice=5
123138,127710.0,Een man met donker haar.,Human,25.0,0.2217530033522616,MATCH_MULTIPLE,1.0,3.0,3.0,25.0,,outer,,answer-description,
127710,133944.0,die man met donker haar?,Robot,,,,1.0,3.0,3.0,,,,,req-clar,
133944,133957.0,Ja.,Human,25.0,1.0,SUCCESS_HIGH,1.0,3.0,3.0,25.0,,outer,,clar-confirm,
133957,133957.0,Bij mij staat die op plek 4.,Robot,,,,1.0,3.0,3.0,25.0,25.0,outer,correct,ack-done,
133957,138344.0,En op plek 4?,Robot,,,,1.0,4.0,4.0,,,,,,
138344,146539.0,,,,,,1.0,,,,,,,,check3?choice=4
146539,148180.0,Een vrouw met oorbellen.,Human,1.0,0.6318581738171505,SUCCESS_HIGH,1.0,4.0,4.0,1.0,,inner,,answer-description,
148180,148180.0,Bij mij staat die op plek 1.,Robot,,,,1.0,4.0,4.0,1.0,1.0,inner,correct,ack-done,
148180,151273.0,"Oke, en plek 5?",Robot,,,,1.0,5.0,5.0,,,,,,
151273,161039.0,,,,,,1.0,,,,,,,,check4?choice=1
161039,162533.0,Een kale man met een baard.,Human,3.0,0.8398180883821793,SUCCESS_HIGH,1.0,5.0,5.0,3.0,,inner,,answer-description,
162533,162535.0,"die staat bij mij ergens anders, namelijk op plek 2.",Robot,,,,1.0,5.0,5.0,3.0,3.0,inner,correct,ack-done,
162535,167221.0,"We hebben ze allemaal gehad. Druk maar op de knop Ga Door. Voordat we doorgaan naar de volgende ronde, wil ik je vragen om eerst een paar vragen te beantwoorden. Ik ga stil zijn  terwijl jij de vragen beantwoord. Tik op het   scherm   op de knop, om door te gaan naar de vragen. Na de vragen gaan we weer door met het spel.",Robot,,,,1.0,,,,,,,,
167221,254257.0,,,,,,1.0,,,,,,,,check5?choice=2
254257,264180.0,Oké.,Human,,,,1.0,,,,,,,,
264180,264180.0,Laten we verder gaan!,Robot,,,,2.0,,,,,,,,
264180,265372.0,Wie staat er bij jou op plek 1?,Robot,,,,2.0,6.0,1.0,,,,,,
265372,276615.0,Tot de volgende!,Human,,,,2.0,6.0,1.0,,,,,answer,
276615,278457.0,Een oude man.,Human,2.0,0.6736718746835358,SUCCESS_HIGH,2.0,6.0,1.0,2.0,,inner,,answer-description,
278457,278458.0,Bij mij staat die op plek 2.,Robot,,,,2.0,6.0,1.0,2.0,2.0,inner,correct,ack-done,
278458,279065.0,"Oke, en plek 2?",Robot,,,,2.0,7.0,2.0,,,,,,
279065,281275.0,Oké.,Human,,,,2.0,7.0,2.0,,,,,answer,
281275,289694.0,,,,,,2.0,,,,,,,,check1?choice=2
289694,291292.0,Een kale man met een baard.,Human,3.0,0.8553762657537863,SUCCESS_HIGH,2.0,7.0,2.0,3.0,,inner,,answer-description,
