start,end,text,speaker,robot-guess,certainty,status,round,transaction unit,position,gold character,final guess,circle,robot_correct,tu relation,hum-selection
0,0.0,"Hoi [NAME], leuk dat je er weer bent. Ik heb je tip opgevolgd en heb speciaal voor jou een footo gemaakt. Druk maar op de knop om de footo te zien.",Robot,,,,0.0,,,,,,,,
0,15829.0,"Na een paar seconden verschijnt er een knop waar je op moet drukken, en dan gaan we weer beginnen met ons spel.",Robot,,,,0.0,,,,,,,,
15829,15830.0,Laten we beginnen!,Robot,,,,1.0,,,,,,,,
15830,42050.0,Wie staat er bij jou op plek 1?,Robot,,,,1.0,1.0,1.0,,,,,,
42050,46238.0,Op plek 1 staat een man met een bril en grijze haren.,Human,2.0,0.44276005086181,SUCCESS_LOW,1.0,1.0,1.0,2.0,,inner,,answer-description,
46238,52539.0,die grijze?,Robot,,,,1.0,1.0,1.0,,,,,req-clar,
52539,52552.0,ja,Human,,,,1.0,1.0,1.0,,,,,clar-confirm,
52552,52553.0,"Oh, die grijze staat bij mij op plek 3.",Robot,,,,1.0,1.0,1.0,2.0,2.0,inner,correct,ack-done,
52553,58269.0,En op plek 2?,Robot,,,,1.0,2.0,2.0,,,,,,
58269,71883.0,,,,,,1.0,,,,,,,,check1?choice=3
71883,73520.0,Hier staat een vrouw met haar haren strak naar achter en zijn bruine haren.,Human,25.0,0.3303191608729081,SUCCESS_LOW,1.0,2.0,2.0,24.0,,outer,,answer-description,
73520,82828.0,die meneer met bruin haar?,Robot,,,,1.0,2.0,2.0,,,,,req-clar,
82828,82866.0,"Nee, een vrouw.",Human,,,,1.0,2.0,2.0,,,,,clar-negative,
82866,82868.0,"Oke, we proberen het opnieuw",Robot,,,,1.0,2.0,2.0,,,,,ack,
82868,95703.0,Wie staat er bij jou op plek 2?,Robot,,,,1.0,2.0,2.0,,,,,,
95703,97220.0,Een vrouw met bruine haar.,Human,24.0,0.0209120874892331,MATCH_MULTIPLE,1.0,2.0,2.0,24.0,,outer,,answer-description,
97220,104264.0,die vrouw met staart?,Robot,,,,1.0,2.0,2.0,,,,,req-clar,
104264,104276.0,Ja.,Human,24.0,1.0,SUCCESS_HIGH,1.0,2.0,2.0,24.0,,outer,,clar-confirm,
104276,104277.0,Bij mij staat die vrouw met staart op plek 5.,Robot,,,,1.0,2.0,2.0,24.0,24.0,outer,correct,ack-done,
104277,109554.0,En op plek 3?,Robot,,,,1.0,3.0,3.0,,,,,,
