start,end,text,speaker,robot-guess,certainty,status,round,transaction unit,position,gold character,final guess,circle,robot_correct,tu relation,hum-selection
0,1516.0,"Hoi [NAME], leuk dat je er weer bent. Weet je nog dat je mij de vorige keer vertelde over je lievelings vakantiebestemming? Het grappige is, mijn vrienden zijn daar ook geweest en hebben daar ook een footo gemaakt. Weet je nog hoe het spelletje werkt? Als je op de knop op het scherm drukt, dan zie je mijn vrienden. We vertellen elkaar in elke ronde wie er op welke plek staat. Zullen we beginnen met de eerste ronde?",Robot,,,,0.0,,,,,,,,
1516,40226.0,"Ehm Nou ja, verder... We're good to go, denk ik, hè? Oké. Ja? Ja. Goed. Veel plezier.",Human,,,,0.0,,,,,,,,
40226,40236.0,Ja.,Human,,,,0.0,,,,,,,,
40236,48551.0,"Leuk, ik heb er weer zin in. Druk maar op de knop om naar de eerste ronde te gaan.",Robot,,,,0.0,,,,,,,,
48551,48552.0,Laten we beginnen!,Robot,,,,1.0,,,,,,,,
48552,67904.0,Wie staat er bij jou op plek 1?,Robot,,,,1.0,1.0,1.0,,,,,,
67904,75480.0,Op plek 1 staat een vrouw met kort bruin haar en een bril.,Human,30.0,0.0228949639677248,MATCH_MULTIPLE,1.0,1.0,1.0,31.0,,outer,,answer-description,
75480,81276.0,die meneer?,Robot,,,,1.0,1.0,1.0,,,,,req-clar,
81276,81289.0,Nee.,Human,0.0,1.0,NEG_RESPONSE,1.0,1.0,1.0,31.0,,outer,,clar-negative,
81289,83957.0,"Oke, kun je het op een andere manier omschrijven?",Robot,,,,1.0,1.0,1.0,,,,,req-clar,
83957,95640.0,Eerst gaat u een foto nemen.,Human,,,,1.0,1.0,1.0,,,,,answer,
95640,100141.0,Een vrouw met kort Donkerhaar.,Human,31.0,0.0093628973944228,MATCH_MULTIPLE,1.0,1.0,1.0,31.0,,outer,,answer-description,
100141,141203.0,die mevrouw met donker haar?,Robot,,,,1.0,1.0,1.0,,,,,req-clar,
141203,141213.0,Ja.,Human,31.0,1.0,SUCCESS_HIGH,1.0,1.0,1.0,31.0,,outer,,clar-confirm,
141213,141213.0,Bij mij staat die mevrouw met donker haar op plek 5.,Robot,,,,1.0,1.0,1.0,31.0,31.0,outer,correct,ack-done,
141213,146694.0,"Oke, en plek 2?",Robot,,,,1.0,2.0,2.0,,,,,,
146694,153937.0,,,,,,1.0,,,,,,,,check1?choice=5
153937,156842.0,Oké.,Human,0.0,1.0,NO_MATCH,1.0,2.0,2.0,2.0,,inner,,answer-description,
156842,160291.0,Een man met een bril.,Human,2.0,0.1965672550886656,MATCH_MULTIPLE,1.0,2.0,2.0,2.0,,inner,,answer-description,
160291,165483.0,die meneer met grijs haar?,Robot,,,,1.0,2.0,2.0,,,,,req-clar,
165483,165495.0,Ja.,Human,2.0,1.0,SUCCESS_HIGH,1.0,2.0,2.0,2.0,,inner,,clar-confirm,
165495,165496.0,"die meneer met grijs haar staat bij mij ergens anders, namelijk op plek 3.",Robot,,,,1.0,2.0,2.0,2.0,2.0,inner,correct,ack-done,
165496,172459.0,En op plek 3?,Robot,,,,1.0,3.0,3.0,,,,,,
172459,182496.0,,,,,,1.0,,,,,,,,check2?choice=3
182496,184173.0,Een vrouw met blond haar.,Human,1.0,0.3175008947188387,SUCCESS_LOW,1.0,3.0,3.0,1.0,,inner,,answer-description,
184173,203196.0,die vrouw met blond haar?,Robot,,,,1.0,3.0,3.0,,,,,req-clar,
203196,203209.0,Ja.,Human,,,,1.0,3.0,3.0,,,,,clar-confirm,
203209,203210.0,"Even kijken, nee, bij mij staat die vrouw met blond haar op plek 1. Je doet het goed.",Robot,,,,1.0,3.0,3.0,1.0,1.0,inner,correct,ack-done; encourage,
203210,210101.0,"Oke, we gaan door met plek 4.",Robot,,,,1.0,4.0,4.0,,,,,,
210101,224266.0,,,,,,1.0,,,,,,,,check3?choice=1
224266,229835.0,Een man met donker haar.,Human,30.0,0.0779979155641806,MATCH_MULTIPLE,1.0,4.0,4.0,30.0,,outer,,answer-description,
229835,237496.0,die man met bruin haar?,Robot,,,,1.0,4.0,4.0,,,,,req-clar,
237496,241812.0,Oké.,Human,0.0,1.0,NO_MATCH,1.0,4.0,4.0,30.0,,outer,,clar-repair,
241812,255031.0,"Sorry, ik heb je niet zo goed begrepen. Kan je het herhalen?",Robot,,,,1.0,4.0,4.0,,,,,req-repeat,
255031,259341.0,"Ja, de man met bruin haar.",Human,30.0,0.0165769187914803,MATCH_MULTIPLE,1.0,4.0,4.0,30.0,,outer,,clar-repeat,
259341,265782.0,die man met bruin haar?,Robot,,,,1.0,4.0,4.0,,,,,req-clar,
265782,265795.0,Ja.,Human,30.0,1.0,SUCCESS_HIGH,1.0,4.0,4.0,30.0,,outer,,clar-confirm,
265795,265796.0,"Ja, die man met bruin haar staat bij mij op dezelfde plek.",Robot,,,,1.0,4.0,4.0,30.0,30.0,outer,correct,ack-done,
265796,271763.0,En die op plek 5?,Robot,,,,1.0,5.0,5.0,,,,,,
271763,281026.0,,,,,,1.0,,,,,,,,check4?choice=4
281026,282628.0,Op plek vijf staat een man met een baard.,Human,3.0,0.5781489249209265,SUCCESS_LOW,1.0,5.0,5.0,3.0,,inner,,answer-description,
282628,283569.0,die met een baard?,Robot,,,,1.0,5.0,5.0,,,,,req-clar,
283569,310148.0,Oké.,Human,,,,1.0,5.0,5.0,,,,,answer,
310148,310157.0,Oké.,Human,,,,1.0,5.0,5.0,,,,,answer,
310157,323723.0,"Ik snap het niet, bedoel je nu ja of nee?",Robot,,,,1.0,5.0,5.0,,,,,req-clar,
323723,323758.0,Ja.,Human,,,,1.0,5.0,5.0,,,,,clar-confirm,
323758,323759.0,"die met een baard staat bij mij ergens anders, namelijk op plek 2.",Robot,,,,1.0,5.0,5.0,3.0,3.0,inner,correct,ack-done,
323759,329858.0,"We hebben ze allemaal gehad. Druk maar op de knop Ga Door. Voordat we doorgaan naar de volgende ronde, wil ik je vragen om eerst een paar vragen te beantwoorden. Ik ga stil zijn  terwijl jij de vragen beantwoord. Tik op het   scherm   op de knop, om door te gaan naar de vragen. Na de vragen gaan we weer door met het spel.",Robot,,,,1.0,,,,,,,,
329858,395564.0,,,,,,1.0,,,,,,,,check5?choice=2
395564,497907.0,VULTERENDE FLUISTERENDE KUS,Human,,,,1.0,,,,,,,,
497907,497908.0,Laten we verder gaan!,Robot,,,,2.0,,,,,,,,
497908,512072.0,Wie staat er bij jou op plek 1?,Robot,,,,2.0,6.0,1.0,,,,,,
512072,514805.0,Op plek 1 staat een man met bril en grijs haar.,Human,2.0,0.3775797670051019,SUCCESS_LOW,2.0,6.0,1.0,2.0,,inner,,answer-description,
514805,520713.0,die man met grijs haar?,Robot,,,,2.0,6.0,1.0,,,,,req-clar,
520713,520723.0,Ja.,Human,,,,2.0,6.0,1.0,,,,,clar-confirm,
520723,520723.0,"Even kijken, nee, bij mij staat die man met grijs haar op plek 2.",Robot,,,,2.0,6.0,1.0,2.0,2.0,inner,correct,ack-done,
520723,527624.0,En de figuur op plek 2?,Robot,,,,2.0,7.0,2.0,,,,,,
527624,537963.0,,,,,,2.0,,,,,,,,check1?choice=2
537963,539505.0,Plek twee staat een man met een baard.,Human,3.0,0.4665911194140894,SUCCESS_LOW,2.0,7.0,2.0,3.0,,inner,,answer-description,
539505,544654.0,die met een baard?,Robot,,,,2.0,7.0,2.0,,,,,req-clar,
544654,544664.0,Dank je wel.,Human,,,,2.0,7.0,2.0,,,,,answer,
544664,563766.0,"Ik snap het niet, bedoel je nu ja of nee?",Robot,,,,2.0,7.0,2.0,,,,,req-clar,
563766,563776.0,Ja.,Human,,,,2.0,7.0,2.0,,,,,clar-confirm,
563776,563778.0,"die met een baard staat bij mij ergens anders, namelijk op plek 1.",Robot,,,,2.0,7.0,2.0,3.0,3.0,inner,correct,ack-done,
