start,end,text,speaker,robot-guess,certainty,status,round,transaction unit,position,gold character,final guess,circle,robot_correct,tu relation,hum-selection
0,16397.0,"Hoi, mijn naam is Robin. Hoe heet jij?!",Robot,,,,0.0,,,,,,,,
16397,16494.0,[NAME],Human,,,,0.0,,,,,,,,
16494,37546.0,"Oke, leuk dat je meedoet met dit spelletje! Het gaat over mijn drie vrienden. Ik zal ze aan je voorstellen.   Zie je, de theblet, op die standaard naast mij?",Robot,,,,0.0,,,,,,,,
37546,37558.0,Ja.,Human,,,,0.0,,,,,,,,
37558,79030.0,"Als je op de knop op het scherm drukt, dan zie je mijn vrienden. Kijk goed naar hun gezichten. Die moet je een beetje onthouden.",Robot,,,,0.0,,,,,,,,
79030,79042.0,Oké.,Human,,,,0.0,,,,,,,,
79042,114244.0,"Deze vrienden gaan overal naar toe, en maken dan een footo. Soms staan ze ook op de footo met anderen. Maar, op jouw footo staan mijn vrienden op een andere plek, dan bij mij. Daar maken we een leuk spelletje van. Het zijn in totaal 6 rondes. Wij gaan elke ronde samen uitzoeken, wie waar staat, goed?",Robot,,,,0.0,,,,,,,,
114244,114253.0,Oké.,Human,,,,0.0,,,,,,,,
114253,231507.0,"Het werkt als volgt. We gaan de vrienden 1 voor 1 langs. Jij vertelt wie je op  elke plek ziet, en dan vertel ik, of dat bij mij het zelfde is, of anders. Als we goed overleggen, vinden we samen de verschillen! Daar bij moet je goed naar mij kijken. Dat praat wat makkelijker, toch?",Robot,,,,0.0,,,,,,,,
231507,231522.0,ja,Robot,,,,0.0,,,,,,,,
231522,236272.0,Laten we dit even oefenen. Druk maar op de knop om door te gaan naar de oefenronde. Je kunt elke keer naar beneden scrollen om het hele plaatje te zien.,Robot,,,,0.0,,,,,,,,
236272,266434.0,"Beschrijf nu maar aan mij, wie er bij jou, op de eerste plek staat, zodat ik begrijp wie je bedoelt, dus je kunt bijvoorbeeld aan mij vertellen  hoe hun gezicht er  uit ziet, of iets anders  dat opvalt",Robot,,,,0.0,,,,,,,,
266434,266539.0,Oké?,Human,,,,0.0,,,,,,,,
266539,269698.0,"Oh ja, die staat bij mij op de tweede plek. Je kan nu op het cijfer 1 tikken. Er opent dan een menuutje. Daarin kan je het cijfer 2 invullen, om aan te geven dat die op de tweede plek staat bij mij. Als je dat gedaan hebt, verschijnt er een vinkje om aan te geven dat je het hebt ingevuld. Klopt dat?",Robot,,,,0.0,,,,,,,,
269698,300716.0,Op plek 1 staat iemand met een vrouwelijk gezicht en blond haar.,Human,,,,0.0,,,,,,,,
300716,300795.0,Oké.,Human,,,,0.0,,,,,,,,
300795,341816.0,"Mooi! In het echte spel moeten we samen de antwoorden vinden voor alle vrienden. Voor we doorgaan naar het echte spel  nog even een paar spelregels. Je krijgt het plaatje maar een paar seconden te zien.  Onthoud dus goed wie waar staat, en hoe die persoon er uit ziet. Daarna kun je vertellen wat je zag, en gaan wij overleggen wie  waar staat  op jouw plaatje,  en op de mijne. Is dat goed?",Robot,,,,0.0,,,,,,,,
341816,341826.0,Oké.,Human,,,,0.0,,,,,,,,
341826,360815.0,"Top. Als je bent vergeten wie je zag, kan je op het  scherm tikken  op de knop  Laat het plaatje zien. Ben je klaar voor het echte spel?",Robot,,,,0.0,,,,,,,,
360815,360825.0,Oké.,Human,,,,0.0,,,,,,,,
360825,368786.0,Oke. Klik maar op de knop Ga door op het scherm om te beginnen. Ik heb er zin in!,Robot,,,,0.0,,,,,,,,
368786,368786.0,Laten we beginnen!,Robot,,,,1.0,,,,,,,,
368786,382016.0,Wie staat er bij jou op plek 1?,Robot,,,,1.0,1.0,1.0,,,,,,
382016,384572.0,Rauw?,Human,0.0,1.0,NO_MATCH,1.0,1.0,1.0,10.0,,outer,,answer-description,
384572,388293.0,Met lang bruin haar.,Human,10.0,0.0004062391786618,MATCH_MULTIPLE,1.0,1.0,1.0,10.0,,outer,,answer-description,
388293,395088.0,die mevrouw met lang haar?,Robot,,,,1.0,1.0,1.0,,,,,req-clar,
395088,395101.0,"Ja, bruin haar.",Human,10.0,1.0,SUCCESS_HIGH,1.0,1.0,1.0,10.0,,outer,,clar-confirm,
395101,395102.0,Bij mij staat die op plek 5. Vul dat maar in op de  theblet.,Robot,,,,1.0,1.0,1.0,10.0,10.0,outer,correct,ack-done,
395102,400236.0,En op plek 2?,Robot,,,,1.0,2.0,2.0,,,,,,
400236,418500.0,,,,,,1.0,,,,,,,,check1?choice=5
418500,419151.0,"Op plek 2 staat die meneer, een van jouw vrienden, met de bril, de oudere man.",Human,2.0,0.3579781526223465,SUCCESS_LOW,1.0,2.0,2.0,2.0,,inner,,answer-description,
419151,425029.0,die oude meneer?,Robot,,,,1.0,2.0,2.0,,,,,req-clar,
425029,425039.0,Reel.,Human,,,,1.0,2.0,2.0,,,,,answer,
425039,457072.0,"Ik snap het niet, bedoel je nu ja of nee?",Robot,,,,1.0,2.0,2.0,,,,,req-clar,
457072,457230.0,Die oudere meneer.,Human,,,,1.0,2.0,2.0,,,,,answer,
457230,559391.0,"Ik snap het niet, bedoel je nu ja of nee?",Robot,,,,1.0,2.0,2.0,,,,,req-clar,
559391,559411.0,"Ben je er nog, Robin?",Human,,,,1.0,2.0,2.0,,,,,answer,
559411,565848.0,"Ik snap het niet, bedoel je nu ja of nee?",Robot,,,,1.0,2.0,2.0,,,,,req-clar,
565848,565865.0,Ja.,Human,,,,1.0,2.0,2.0,,,,,clar-confirm,
565865,565865.0,"Even kijken, nee, bij mij staat die op plek 3. Vul dat maar in op de  theblet.",Robot,,,,1.0,2.0,2.0,2.0,2.0,inner,correct,ack-done,
565865,568782.0,En de figuur op plek 3?,Robot,,,,1.0,3.0,3.0,,,,,,
568782,573695.0,Oké.,Human,,,,1.0,3.0,3.0,,,,,answer,
573695,585874.0,,,,,,1.0,,,,,,,,check2?choice=3
585874,586362.0,Op nummer drie staat een vrouw met schouderlang blond haar.,Human,1.0,0.673109281238413,SUCCESS_HIGH,1.0,3.0,3.0,1.0,,inner,,answer-description,
586362,586364.0,"Oh, die staat bij mij op plek 1. Vul dat maar in op de  theblet.",Robot,,,,1.0,3.0,3.0,1.0,1.0,inner,correct,ack-done,
586364,590897.0,En die op plek 4?,Robot,,,,1.0,4.0,4.0,,,,,,
590897,600441.0,,,,,,1.0,,,,,,,,check3?choice=1
600441,602967.0,Staat er een man?,Human,0.0,1.0,NO_MATCH,1.0,4.0,4.0,14.0,,outer,,answer-description,
602967,606494.0,met bruin kort haar.,Human,2.0,0.0908624619609966,MATCH_MULTIPLE,1.0,4.0,4.0,14.0,,outer,,answer-description,
606494,618069.0,die man met bril?,Robot,,,,1.0,4.0,4.0,,,,,req-clar,
618069,621319.0,Oké.,Human,0.0,1.0,NO_MATCH,1.0,4.0,4.0,14.0,,outer,,clar-repair,
621319,633023.0,"Sorry, ik heb je niet zo goed begrepen. Kan je het herhalen?",Robot,,,,1.0,4.0,4.0,,,,,req-repeat,
633023,633405.0,Een man met bruin haar.,Human,14.0,0.2589199485023555,SUCCESS_LOW,1.0,4.0,4.0,14.0,,outer,,clar-repeat,
633405,652160.0,die meneer met netjes haar?,Robot,,,,1.0,4.0,4.0,,,,,req-clar,
652160,652170.0,Ja.,Human,,,,1.0,4.0,4.0,,,,,clar-confirm,
652170,652171.0,"Ja, die staat bij mij op dezelfde plek. Vul dat maar in op de  theblet.",Robot,,,,1.0,4.0,4.0,14.0,14.0,outer,correct,ack-done,
652171,654690.0,"Oke, we gaan door met plek 5.",Robot,,,,1.0,5.0,5.0,,,,,,
654690,658183.0,Oké.,Human,,,,1.0,5.0,5.0,,,,,answer,
658183,671565.0,,,,,,1.0,,,,,,,,check4?choice=4
671565,672039.0,Op plek vijf staat een kale man.,Human,3.0,1.0,SUCCESS_HIGH,1.0,5.0,5.0,3.0,,inner,,answer-description,
672039,672040.0,"Even kijken, nee, bij mij staat die op plek 2. Vul dat maar in op de  theblet.",Robot,,,,1.0,5.0,5.0,3.0,3.0,inner,correct,ack-done,
672040,678032.0,"We hebben ze allemaal gehad. Druk maar op de knop Ga Door. Voordat we doorgaan naar de volgende ronde, wil ik je vragen om eerst een paar vragen te beantwoorden. Ik ga stil zijn  terwijl jij de vragen beantwoord. Tik op het   scherm   op de knop, om door te gaan naar de vragen. Na de vragen gaan we weer door met het spel.",Robot,,,,1.0,,,,,,,,
678032,800737.0,,,,,,1.0,,,,,,,,check5?choice=2
800737,800739.0,Laten we verder gaan!,Robot,,,,2.0,,,,,,,,
800739,811290.0,Wie staat er bij jou op plek 1?,Robot,,,,2.0,6.0,1.0,,,,,,
811290,813990.0,MMM,Human,0.0,1.0,NO_MATCH,2.0,6.0,1.0,6.0,,outer,,answer-description,
813990,814388.0,Jonge vrouw met bruin haar.,Human,12.0,0.3547891385722682,SUCCESS_LOW,2.0,6.0,1.0,6.0,,outer,,answer-description,
814388,828960.0,die mevrouw met golvend haar?,Robot,,,,2.0,6.0,1.0,,,,,req-clar,
828960,828971.0,Ja.,Human,,,,2.0,6.0,1.0,,,,,clar-confirm,
828971,828973.0,"Even kijken, nee, bij mij staat die op plek 4. Goed zo.",Robot,,,,2.0,6.0,1.0,6.0,12.0,outer,incorrect,ack-done; encourage,
828973,834224.0,"Oke, we gaan door met plek 2.",Robot,,,,2.0,7.0,2.0,,,,,,
834224,847845.0,,,,,,2.0,,,,,,,,check1?choice=4
847845,848391.0,Op plek 2 staat de man met het kale hoofd.,Human,3.0,0.3281979743384938,SUCCESS_LOW,2.0,7.0,2.0,3.0,,inner,,answer-description,
848391,859004.0,die man met baard?,Robot,,,,2.0,7.0,2.0,,,,,req-clar,
859004,859016.0,Ja.,Human,,,,2.0,7.0,2.0,,,,,clar-confirm,
859016,859017.0,"Oh, die staat bij mij op plek 1. Goed zo.",Robot,,,,2.0,7.0,2.0,3.0,3.0,inner,correct,ack-done; encourage,
859017,862529.0,En die op plek 3?,Robot,,,,2.0,8.0,3.0,,,,,,
862529,873720.0,,,,,,2.0,,,,,,,,check2?choice=1
873720,874369.0,staat de vrouw met blond haar.,Human,1.0,0.626742878843187,SUCCESS_HIGH,2.0,8.0,3.0,1.0,,inner,,answer-description,
874369,874371.0,die staat bij mij ook op die plek. Het gaat prima.,Robot,,,,2.0,8.0,3.0,1.0,1.0,inner,correct,ack-done; encourage,
874371,877948.0,En op plek 4?,Robot,,,,2.0,9.0,4.0,,,,,,
877948,888296.0,,,,,,2.0,,,,,,,,check3?choice=3
888296,890852.0,een man met bril.,Human,4.0,0.0006094595210932,MATCH_MULTIPLE,2.0,9.0,4.0,4.0,,outer,,answer-description,
890852,891257.0,en bruin haar.,Human,4.0,0.3118900199391875,SUCCESS_LOW,2.0,9.0,4.0,4.0,,outer,,answer-description,
891257,899966.0,die man met krulhaar?,Robot,,,,2.0,9.0,4.0,,,,,req-clar,
899966,899990.0,Ja.,Human,,,,2.0,9.0,4.0,,,,,clar-confirm,
899990,899991.0,"Even kijken, nee, bij mij staat die op plek 5.",Robot,,,,2.0,9.0,4.0,4.0,4.0,outer,correct,ack-done,
899991,904826.0,"Oke, en plek 5?",Robot,,,,2.0,10.0,5.0,,,,,,
904826,916849.0,,,,,,2.0,,,,,,,,check4?choice=5
916849,917414.0,Even staat een man met een bril en grijs haar.,Human,2.0,0.5086979981720717,SUCCESS_LOW,2.0,10.0,5.0,2.0,,inner,,answer-description,
917414,927921.0,die oude man?,Robot,,,,2.0,10.0,5.0,,,,,req-clar,
927921,934404.0,Oké.,Human,,,,2.0,10.0,5.0,,,,,answer,
934404,934576.0,Ja.,Human,,,,2.0,10.0,5.0,,,,,clar-confirm,
934576,934578.0,"Even kijken, nee, bij mij staat die op plek 2.",Robot,,,,2.0,10.0,5.0,2.0,2.0,inner,correct,ack-done,
934578,939694.0,Deze ronde is klaar. Druk op de knop Ga Door om naar de volgende ronde te gaan.,Robot,,,,2.0,,,,,,,,
939694,945539.0,,,,,,2.0,,,,,,,,check5?choice=2
945539,945540.0,Laten we verder gaan!,Robot,,,,3.0,,,,,,,,
945540,963381.0,Wie staat er bij jou op plek 1?,Robot,,,,3.0,11.0,1.0,,,,,,
963381,963757.0,staat een man met het grijze haar en de bril.,Human,2.0,0.2455572676777857,SUCCESS_LOW,3.0,11.0,1.0,2.0,,inner,,answer-description,
963757,972466.0,die meneer met grijs haar?,Robot,,,,3.0,11.0,1.0,,,,,req-clar,
972466,976970.0,Oké.,Human,,,,3.0,11.0,1.0,,,,,answer,
976970,976981.0,Ja.,Human,,,,3.0,11.0,1.0,,,,,clar-confirm,
976981,976983.0,"Even kijken, nee, bij mij staat die op plek 2.",Robot,,,,3.0,11.0,1.0,2.0,2.0,inner,correct,ack-done,
976983,981841.0,En die op plek 2?,Robot,,,,3.0,12.0,2.0,,,,,,
981841,991921.0,,,,,,3.0,,,,,,,,check1?choice=2
991921,992565.0,Twee staat de man met het kale hoofd en de baard.,Human,3.0,0.4639491636384327,SUCCESS_LOW,3.0,12.0,2.0,3.0,,inner,,answer-description,
992565,1002881.0,die kale meneer?,Robot,,,,3.0,12.0,2.0,,,,,req-clar,
1002881,1009415.0,Oké.,Human,,,,3.0,12.0,2.0,,,,,answer,
1009415,1009427.0,Ja.,Human,,,,3.0,12.0,2.0,,,,,clar-confirm,
1009427,1009428.0,"Oh, die staat bij mij op plek 4.",Robot,,,,3.0,12.0,2.0,3.0,3.0,inner,correct,ack-done,
1009428,1013934.0,En de figuur op plek 3?,Robot,,,,3.0,13.0,3.0,,,,,,
1013934,1021898.0,,,,,,3.0,,,,,,,,check2?choice=4
1021898,1025595.0,start zijn kent.,Human,0.0,1.0,NO_MATCH,3.0,13.0,3.0,8.0,,outer,,answer-description,
1025595,1038638.0,"Sorry, ik heb je niet zo goed gehoord. Kan je het nog een keer zeggen?",Robot,,,,3.0,13.0,3.0,,,,,req-repeat,
1038638,1038879.0,staat een kind met blond haar.,Human,8.0,0.3707373830623216,SUCCESS_LOW,3.0,13.0,3.0,8.0,,outer,,clar-repeat,
1038879,1045753.0,die jongen?,Robot,,,,3.0,13.0,3.0,,,,,req-clar,
1045753,1050187.0,Oké.,Human,,,,3.0,13.0,3.0,,,,,answer,
1050187,1050197.0,Ja.,Human,,,,3.0,13.0,3.0,,,,,clar-confirm,
1050197,1050198.0,"He, die staat bij mij ook op die plek.",Robot,,,,3.0,13.0,3.0,8.0,8.0,outer,correct,ack-done,
1050198,1054092.0,"Oké, en die op plek 4?",Robot,,,,3.0,14.0,4.0,,,,,,
1054092,1065289.0,,,,,,3.0,,,,,,,,check3?choice=3
1065289,1068740.0,Vier staat een oudere mevrouw met bril en blond haar.,Human,9.0,0.1171340787363668,MATCH_MULTIPLE,3.0,14.0,4.0,9.0,,outer,,answer-description,
1068740,1080496.0,die oude vrouw?,Robot,,,,3.0,14.0,4.0,,,,,req-clar,
1080496,1080506.0,Ja.,Human,9.0,1.0,SUCCESS_HIGH,3.0,14.0,4.0,9.0,,outer,,clar-confirm,
1080506,1080507.0,"die staat bij mij ergens anders, namelijk op plek 1.",Robot,,,,3.0,14.0,4.0,9.0,9.0,outer,correct,ack-done,
1080507,1085592.0,En op plek 5?,Robot,,,,3.0,15.0,5.0,,,,,,
1085592,1093029.0,,,,,,3.0,,,,,,,,check4?choice=1
1093029,1095756.0,Eif staats.,Human,0.0,1.0,NO_MATCH,3.0,15.0,5.0,1.0,,inner,,answer-description,
1095756,1096427.0,een vrouw met het blonde haar.,Human,1.0,0.4946762465008224,SUCCESS_LOW,3.0,15.0,5.0,1.0,,inner,,answer-description,
1096427,1098316.0,die vrouw met oorbellen?,Robot,,,,3.0,15.0,5.0,,,,,req-clar,
1098316,1105402.0,Oké.,Human,,,,3.0,15.0,5.0,,,,,answer,
1105402,1108016.0,Oké.,Human,,,,3.0,15.0,5.0,,,,,answer,
1108016,1108339.0,Ja.,Human,,,,3.0,15.0,5.0,,,,,clar-confirm,
1108339,1108341.0,die staat bij mij ook op die plek. Goed zo.,Robot,,,,3.0,15.0,5.0,1.0,1.0,inner,correct,ack-done; encourage,
1108341,1114286.0,"Oke, we hebben ze allemaal gehad. Laten we doorgaan naar de volgende ronde. Druk maar op de knop Ga Door.",Robot,,,,3.0,,,,,,,,
1114286,1121204.0,,,,,,3.0,,,,,,,,check5?choice=5
1121204,1121206.0,Laten we verder gaan!,Robot,,,,4.0,,,,,,,,
1121206,1139172.0,Wie staat er bij jou op plek 1?,Robot,,,,4.0,16.0,1.0,,,,,,
1139172,1139789.0,De man met het grijze haar en de bril.,Human,2.0,0.4632007898296159,SUCCESS_LOW,4.0,16.0,1.0,2.0,,inner,,answer-description,
1139789,1148491.0,die man met bril?,Robot,,,,4.0,16.0,1.0,,,,,req-clar,
1148491,1148503.0,Ja.,Human,,,,4.0,16.0,1.0,,,,,clar-confirm,
1148503,1148503.0,"Even kijken, nee, bij mij staat die op plek 2. Goed zo.",Robot,,,,4.0,16.0,1.0,2.0,2.0,inner,correct,ack-done; encourage,
1148503,1153172.0,En die op plek 2?,Robot,,,,4.0,17.0,2.0,,,,,,
1153172,1165187.0,,,,,,4.0,,,,,,,,check1?choice=2
1165187,1168700.0,Bij mij staat een vrouw met bruin haar.,Human,6.0,0.0934987471318283,MATCH_MULTIPLE,4.0,17.0,2.0,12.0,,outer,,answer-description,
1168700,1184266.0,die mevrouw met donker haar?,Robot,,,,4.0,17.0,2.0,,,,,req-clar,
1184266,1184555.0,Ja.,Human,6.0,1.0,SUCCESS_HIGH,4.0,17.0,2.0,12.0,,outer,,clar-confirm,
1184555,1184555.0,"die staat bij mij ergens anders, namelijk op plek 5.",Robot,,,,4.0,17.0,2.0,12.0,6.0,outer,incorrect,ack-done,
1184555,1190273.0,En de figuur op plek 3?,Robot,,,,4.0,18.0,3.0,,,,,,
1190273,1199006.0,,,,,,4.0,,,,,,,,check2?choice=5
1199006,1199453.0,staat een man met een skale hoofd.,Human,3.0,0.3669026154177913,SUCCESS_LOW,4.0,18.0,3.0,3.0,,inner,,answer-description,
1199453,1215973.0,die man met baard?,Robot,,,,4.0,18.0,3.0,,,,,req-clar,
1215973,1215986.0,Ja.,Human,,,,4.0,18.0,3.0,,,,,clar-confirm,
1215986,1215986.0,"Oh, die staat bij mij op plek 1.",Robot,,,,4.0,18.0,3.0,3.0,3.0,inner,correct,ack-done,
1215986,1218458.0,"Oké, en die op plek 4?",Robot,,,,4.0,19.0,4.0,,,,,,
1218458,1219161.0,Oké.,Human,,,,4.0,19.0,4.0,,,,,answer,
1219161,1229685.0,,,,,,4.0,,,,,,,,check3?choice=1
1229685,1230101.0,staat een man met kort bruin haar.,Human,15.0,0.0646456653428206,SUCCESS_LOW,4.0,19.0,4.0,15.0,,outer,,answer-description,
1230101,1244829.0,die meneer met stekels?,Robot,,,,4.0,19.0,4.0,,,,,req-clar,
1244829,1244839.0,Ja.,Human,,,,4.0,19.0,4.0,,,,,clar-confirm,
1244839,1244841.0,"He, die staat bij mij ook op die plek. Goed zo.",Robot,,,,4.0,19.0,4.0,15.0,15.0,outer,correct,ack-done; encourage,
1244841,1247914.0,"Oké, en die op plek 5?",Robot,,,,4.0,20.0,5.0,,,,,,
1247914,1259493.0,,,,,,4.0,,,,,,,,check4?choice=4
